"date","close","volume","open","high","low"
"16:00","257.21","2,219,001","256.98","257.25","256.72"
"2017/10/16","257.0500","2832995.0000","256.9200","257.2400","256.5400"
"2017/10/13","256.6300","2552822.0000","256.9000","257.0100","256.4900"
"2017/10/12","256.3400","3013590.0000","256.3500","256.7800","256.0974"
"2017/10/11","256.7100","3584240.0000","256.2100","256.7400","256.0500"
"2017/10/10","256.3400","3849558.0000","256.3500","256.7700","255.7200"
"2017/10/09","255.6800","1393776.0000","256.3400","256.4200","255.3700"
"2017/10/06","256.1100","8052662.0000","255.8800","256.1900","255.6000"
"2017/10/05","256.3800","4054813.0000","255.2700","256.4200","255.1200"
"2017/10/04","254.9000","2833753.0000","254.4000","255.1500","254.2855"
"2017/10/03","254.5700","2205150.0000","254.1300","254.5900","253.9300"
"2017/10/02","253.9700","4039086.0000","253.1900","253.9900","253.1100"
"2017/09/29","252.9300","5551479.0000","252.0200","253.0200","251.8200"
"2017/09/28","252.0000","2686967.0000","251.3800","252.1300","251.3200"
"2017/09/27","251.7300","3768560.0000","251.6000","252.1700","250.5500"
"2017/09/26","250.7500","3613973.0000","251.1000","251.3700","250.4900"
"2017/09/25","251.8900","5197466.0000","252.1000","252.5200","251.0400"
"2017/09/22","252.3700","2451410.0000","252.0100","252.6000","251.9900"
"2017/09/21","252.3600","2927147.0000","252.8700","252.9450","252.1600"
"2017/09/20","253.1000","5502206.0000","253.0500","253.1600","251.9000"
"2017/09/19","252.9500","3613767.0000","252.9600","253.0500","252.5851"
"2017/09/18","252.7100","1672345.0000","252.5800","253.0900","252.2415"
"2017/09/15","252.1400","2542749.0000","251.7000","252.2400","251.5400"
"2017/09/14","251.8200","2997729.0000","251.5100","252.0300","251.3300"
"2017/09/13","251.9100","2138115.0000","251.4200","251.9400","251.3200"
"2017/09/12","251.8000","2668471.0000","251.3500","251.8100","251.1500"
"2017/09/11","250.9000","3152086.0000","249.7500","251.0100","249.7300"
"2017/09/08","248.1900","3297328.0000","248.1900","248.7900","247.9900"
"2017/09/07","248.6100","3547068.0000","248.9600","248.9600","248.0900"
"2017/09/06","248.6100","3780858.0000","248.5500","248.9750","247.9100"
"2017/09/05","247.7800","5104732.0000","248.9100","249.1900","246.6200"
"2017/09/01","249.5700","5905222.0000","249.6300","250.0300","249.3800"
"2017/08/31","249.1400","4855142.0000","248.3900","249.4600","248.3000"
"2017/08/30","247.7300","1939627.0000","246.5000","247.9900","246.2900"
"2017/08/29","246.5400","3595619.0000","244.7600","246.8100","244.5700"
"2017/08/28","246.2300","1899993.0000","246.8100","246.8500","245.7500"
"2017/08/25","246.1800","3188993.0000","246.5600","247.2700","246.0500"
"2017/08/24","245.6900","2315766.0000","246.6600","246.8300","245.3900"
"2017/08/23","246.1500","2484545.0000","245.9700","246.6905","245.8100"
"2017/08/22","247.0000","2191347.0000","245.2100","247.2750","245.1900"
"2017/08/21","244.5900","3513709.0000","244.2500","244.8200","243.4500"
"2017/08/18","244.2500","5010247.0000","244.5400","245.8000","243.8300"
"2017/08/17","244.8000","4994268.0000","247.9100","248.2700","244.7550"
"2017/08/16","248.6000","3204951.0000","248.7700","249.2400","248.1300"
"2017/08/15","248.1500","2075152.0000","248.6700","248.6700","247.8300"
"2017/08/14","248.1700","2551632.0000","247.2500","248.4500","247.2400"
"2017/08/11","245.7200","3288054.0000","245.6500","246.4400","245.3900"
"2017/08/10","245.4700","4150430.0000","247.9500","248.1000","245.3516"
"2017/08/09","248.9200","2354247.0000","248.1200","248.9900","247.7300"
"2017/08/08","248.9700","1867546.0000","249.1900","250.6000","248.5100"
"2017/08/07","249.5200","1464290.0000","249.1700","249.5500","249.0400"
"2017/08/04","249.0600","2099848.0000","249.2000","249.4700","248.6500"
"2017/08/03","248.6800","1904784.0000","248.9800","249.0100","248.3200"
"2017/08/02","249.1200","2860989.0000","249.1600","249.2800","248.0500"
"2017/08/01","248.9900","2712691.0000","249.1500","249.1800","248.4800"
"2017/07/31","248.4600","3439927.0000","249.0400","249.1500","248.2000"
"2017/07/28","248.5600","2469693.0000","248.3200","248.7288","247.8000"
"2017/07/27","248.9100","3432604.0000","249.6600","249.6850","247.3400"
"2017/07/26","249.1400","3766938.0000","249.4400","249.4800","248.8000"
"2017/07/25","249.0700","4706505.0000","249.3600","249.4800","248.8400"
"2017/07/24","248.4900","3197506.0000","248.4500","248.6454","247.9500"
"2017/07/21","248.5500","2592292.0000","248.1100","248.5700","247.8400"
"2017/07/20","248.7400","3550137.0000","248.9600","249.1000","248.1500"
"2017/07/19","248.6200","1787000.0000","247.7100","248.6700","247.6800"
"2017/07/18","247.3600","2576460.0000","246.7200","247.3800","246.3200"
"2017/07/17","247.1500","2890425.0000","247.1300","247.5800","246.9800"
"2017/07/14","247.1000","2222798.0000","246.0900","247.6300","245.9700"
"2017/07/13","246.0300","2611931.0000","245.6900","246.2000","245.4200"
"2017/07/12","245.6500","3135479.0000","244.9700","245.8400","244.9600"
"2017/07/11","243.8200","2684692.0000","243.8000","244.1700","242.4800"
"2017/07/10","243.9400","3396765.0000","243.5700","244.4200","243.4000"
"2017/07/07","243.7100","2466163.0000","242.8200","243.9100","242.6400"
"2017/07/06","242.1900","3827118.0000","243.5300","243.6500","241.9600"
"2017/07/05","244.3900","5420192.0000","244.2500","244.6300","243.3300"
"2017/07/03","243.8700","2299911.0000","244.5000","245.0100","243.8500"
"2017/06/30","243.4100","5779532.0000","243.9300","244.3300","243.2000"
"2017/06/29","243.0300","4609507.0000","245.3100","245.3600","241.5800"
"2017/06/28","245.1000","2858808.0000","244.1600","245.3400","243.8600"
"2017/06/27","243.0400","3772284.0000","244.6200","245.0100","242.9400"
"2017/06/26","246.0000","2729434.0000","246.6600","247.1412","245.7900"
"2017/06/23","245.8500","2265161.0000","245.6900","246.2666","245.2730"
"2017/06/22","245.6000","2368180.0000","245.7100","246.2850","245.3850"
"2017/06/21","245.6800","3036372.0000","246.1700","246.3400","245.1600"
"2017/06/20","245.7800","2785450.0000","246.9900","247.0000","245.7450"
"2017/06/19","247.3900","5248522.0000","246.3500","247.4900","246.2200"
"2017/06/16","245.1800","6978153.0000","245.5300","245.5400","244.3700"
"2017/06/15","245.3800","3807437.0000","244.2400","245.4700","243.9200"
"2017/06/14","245.8400","5982839.0000","246.4300","246.4900","244.8500"
"2017/06/13","246.1100","3569250.0000","245.5800","246.1900","245.1400"
"2017/06/12","244.9100","3989416.0000","244.6700","244.9800","243.9300"
"2017/06/09","244.9400","5729401.0000","245.6700","246.5700","243.4800"
"2017/06/08","245.3200","2281990.0000","245.3300","245.8900","244.7500"
"2017/06/07","245.2500","1759671.0000","245.1800","245.4800","244.3900"
"2017/06/06","244.8500","3054722.0000","244.8100","245.5100","244.6700"
"2017/06/05","245.5100","1747323.0000","245.5200","245.8436","245.3300"
"2017/06/02","245.6700","3170719.0000","244.9800","245.9100","244.6350"
"2017/06/01","244.8900","3384695.0000","243.4700","244.8900","243.1800"
"2017/05/31","242.9000","3346391.0000","243.3800","243.4300","242.1800"
"2017/05/30","243.0800","2363807.0000","242.8700","243.3200","242.7000"
"2017/05/26","243.2300","2106709.0000","243.0800","243.4200","242.9700"
"2017/05/25","243.2700","2687069.0000","242.7300","243.6100","242.4950"
"2017/05/24","242.1200","2053628.0000","241.8400","242.2500","241.4600"
"2017/05/23","241.5200","2346000.0000","241.5000","241.7499","241.0300"
"2017/05/22","241.0000","2458571.0000","240.3900","241.2200","240.3300"
"2017/05/19","239.8600","3052283.0000","238.8100","240.5900","238.7700"
"2017/05/18","238.1900","4583752.0000","237.1900","239.2300","236.9100"
"2017/05/17","237.3400","6999306.0000","239.6200","240.1300","237.2400"
"2017/05/16","241.5900","3783382.0000","242.1700","242.2000","241.1468"
"2017/05/15","241.7900","2122306.0000","241.0000","241.9600","240.9700"
"2017/05/12","240.5700","2076089.0000","240.6100","240.7000","240.1900"
"2017/05/11","240.9400","2633115.0000","240.8800","241.0800","239.6400"
"2017/05/10","241.3800","1884909.0000","240.8600","241.4000","240.6600"
"2017/05/09","240.9900","2840735.0000","241.5000","241.7000","240.5500"
"2017/05/08","241.1700","2411735.0000","241.3100","241.4500","240.6900"
"2017/05/05","241.2600","2574624.0000","240.6800","241.2600","240.2000"
"2017/05/04","240.2300","3997804.0000","240.3700","240.4400","239.2800"
"2017/05/03","240.0700","4746102.0000","239.8100","240.2600","239.2200"
"2017/05/02","240.3100","2639425.0000","240.3900","240.4900","239.8200"
"2017/05/01","240.2200","6852066.0000","240.1900","240.6800","239.7000"
"2017/04/28","239.5600","2589981.0000","240.4500","240.4500","239.4500"
"2017/04/27","240.0900","3393963.0000","240.2900","240.4600","239.4800"
"2017/04/26","239.9500","4795458.0000","240.0500","241.0500","239.8600"
"2017/04/25","240.0500","4149945.0000","239.4100","240.4700","239.3100"
"2017/04/24","238.6400","6335109.0000","238.7100","238.9200","238.1200"
"2017/04/21","236.1300","3469415.0000","236.7500","236.7798","235.6100"
"2017/04/20","236.7300","4790517.0000","235.6500","237.3300","235.2600"
"2017/04/19","234.9400","2311969.0000","236.0100","236.4400","234.6510"
"2017/04/18","235.3500","2745916.0000","235.1900","235.9600","234.5600"
"2017/04/17","236.0600","2642087.0000","234.5800","236.0600","234.3600"
"2017/04/13","234.0300","2997487.0000","235.0900","235.9500","234.0200"
"2017/04/12","235.5900","3354071.0000","236.2300","236.4200","235.2500"
"2017/04/11","236.5500","2700216.0000","236.3700","236.6500","234.8100"
"2017/04/10","236.8500","1921343.0000","236.8600","237.7300","236.2351"
"2017/04/07","236.6800","2278310.0000","236.6200","237.4801","236.1200"
"2017/04/06","236.9000","2329234.0000","236.4600","237.5000","235.9200"
"2017/04/05","236.2800","5826442.0000","237.7300","238.8700","236.0500"
"2017/04/04","236.9800","3037141.0000","236.4700","237.0600","236.0400"
"2017/04/03","236.8700","6405927.0000","237.3200","237.5200","235.3999"
"2017/03/31","237.2700","5580171.0000","237.3700","238.0000","237.1700"
"2017/03/30","237.7300","2520997.0000","236.9500","238.0100","236.7600"
"2017/03/29","237.1300","4213678.0000","236.4800","237.2900","236.2000"
"2017/03/28","236.7800","2979603.0000","234.7300","237.2800","234.6200"
"2017/03/27","235.0500","3364178.0000","233.4000","235.3800","233.1000"
"2017/03/24","235.3900","4124639.0000","235.8400","236.5000","234.4300"
"2017/03/23","236.5200","6110224.0000","236.5100","237.8400","236.1000"
"2017/03/22","236.7800","3621588.0000","236.2700","237.1000","235.5600"
"2017/03/21","236.2600","4904795.0000","240.0200","240.1200","236.0700"
"2017/03/20","239.2635","2484775.0000","239.5600","239.8700","238.8496"
"2017/03/17","239.5900","3024221.0000","240.3700","240.4900","239.5800"
"2017/03/16","240.0800","4628440.0000","240.6100","240.7000","239.6000"
"2017/03/15","240.3900","3936643.0000","239.0500","240.9300","238.7800"
"2017/03/14","238.4400","2935681.0000","238.6500","238.7285","237.6600"
"2017/03/13","239.2900","1951948.0000","239.1000","239.3400","238.7300"
"2017/03/10","239.1500","2877017.0000","239.4700","239.5200","238.0691"
"2017/03/09","238.3200","2561529.0000","238.1600","238.7100","237.2200"
"2017/03/08","238.0900","3586287.0000","238.8400","239.0900","237.8787"
"2017/03/07","238.5700","7260849.0000","238.8500","239.2500","238.2600"
"2017/03/06","239.2700","3257490.0000","238.9900","239.6000","238.5000"
"2017/03/03","239.9700","3069790.0000","239.6600","240.1100","239.2200"
"2017/03/02","239.8300","3227318.0000","241.0800","241.0800","239.7000"
"2017/03/01","241.2200","4578156.0000","239.8600","241.8100","239.8500"
"2017/02/28","238.0300","3363673.0000","238.1800","238.4200","237.5000"
"2017/02/27","238.6300","2435273.0000","238.1100","238.7800","237.8200"
"2017/02/24","238.2600","2465369.0000","236.9300","238.2600","236.8800"
"2017/02/23","237.9700","2238882.0000","238.3800","238.3800","237.0253"
"2017/02/22","237.7800","2949981.0000","237.4800","238.0200","237.3000"
"2017/02/21","237.9200","2596793.0000","237.0000","238.1500","236.9900"
"2017/02/17","236.4900","2351763.0000","235.3900","236.5100","235.3900"
"2017/02/16","236.2200","3401891.0000","236.4200","236.6000","235.3300"
"2017/02/15","236.3400","3777136.0000","234.9100","236.5966","234.8500"
"2017/02/14","235.1400","3020971.0000","234.0200","235.1500","233.5900"
"2017/02/13","234.2000","2641225.0000","233.5500","234.5100","233.4900"
"2017/02/10","232.9100","2683920.0000","232.4400","233.1900","232.3000"
"2017/02/09","232.0000","3268588.0000","230.9600","232.3558","230.9300"
"2017/02/08","230.6500","1963679.0000","230.0000","230.7900","229.7200"
"2017/02/07","230.3700","2331368.0000","230.8000","231.0553","230.1110"
"2017/02/06","230.3800","1673980.0000","230.2600","230.7221","229.9500"
"2017/02/03","230.7900","1837538.0000","230.2200","230.9300","229.8522"
"2017/02/02","229.1300","3178400.0000","228.6100","229.4800","228.2200"
"2017/02/01","229.0500","6480665.0000","229.6900","229.9700","228.3300"
"2017/01/31","228.9300","4792928.0000","228.3300","228.9700","227.7200"
"2017/01/30","229.0300","3812049.0000","229.5500","229.6000","227.7979"
"2017/01/27","230.4000","2511645.0000","230.8200","230.9617","230.1700"
"2017/01/26","230.7500","3277914.0000","230.7900","231.1000","230.4000"
"2017/01/25","230.8200","3863970.0000","230.0900","230.9617","229.8900"
"2017/01/24","228.9600","2516313.0000","227.8000","229.4700","227.6598"
"2017/01/23","227.5700","3770505.0000","227.7400","228.1800","226.6600"
"2017/01/20","228.1000","3079280.0000","228.0800","228.6900","227.4400"
"2017/01/19","227.3500","2588707.0000","228.2100","228.4000","226.7900"
"2017/01/18","228.0800","3210173.0000","227.9500","228.1700","227.2900"
"2017/01/17","227.6400","4929087.0000","227.7100","228.1650","227.1900"
"2017/01/13","228.3900","4580839.0000","228.1300","228.7900","228.0700"
"2017/01/12","227.9700","3535389.0000","227.8800","228.1400","226.3200"
"2017/01/11","228.4100","4012745.0000","227.7600","228.4300","226.9600"
"2017/01/10","227.8000","2961610.0000","227.8300","228.8203","227.3800"
"2017/01/09","227.9000","2355230.0000","228.2700","228.4700","227.8100"
"2017/01/06","228.6400","3107214.0000","227.9100","229.1300","227.2800"
"2017/01/05","227.7400","2969801.0000","227.6300","227.9600","226.8500"
"2017/01/04","227.9500","4098998.0000","226.9600","228.1100","226.9500"
"2017/01/03","226.5800","6396363.0000","226.4000","227.1999","225.2400"
"2016/12/30","224.9900","5462415.0000","226.1300","226.2000","224.0900"
"2016/12/29","225.7500","4484439.0000","225.8500","226.2500","225.2100"
"2016/12/28","225.7700","3972331.0000","227.9500","227.9500","225.6400"
"2016/12/27","227.6400","2560648.0000","227.3900","228.1000","227.3900"
"2016/12/23","227.0000","2612705.0000","226.8200","227.0800","226.5800"
"2016/12/22","226.8500","2276823.0000","226.9700","227.1000","226.2930"
"2016/12/21","227.1800","2818971.0000","227.6700","227.8300","227.1400"
"2016/12/20","229.0500","3590748.0000","228.8200","229.2400","228.5450"
"2016/12/19","228.1500","4271251.0000","227.9100","228.6800","227.7600"
"2016/12/16","227.7300","5192795.0000","228.6700","228.7400","227.3300"
"2016/12/15","228.0800","4934203.0000","227.5000","229.1600","227.3420"
"2016/12/14","227.3200","8444913.0000","228.7400","229.5900","226.6910"
"2016/12/13","229.0500","5940551.0000","228.3800","229.6900","228.3400"
"2016/12/12","227.5700","4742256.0000","227.7400","228.2900","227.0900"
"2016/12/09","227.8500","4484717.0000","226.7200","227.8500","226.6900"
"2016/12/08","226.4100","4662050.0000","225.9000","227.0066","225.5600"
"2016/12/07","225.8700","3498494.0000","222.8300","225.9700","222.6600"
"2016/12/06","222.9900","3124518.0000","222.5100","223.0185","221.9300"
"2016/12/05","222.1900","2441784.0000","221.9400","222.6700","221.6974"
"2016/12/02","220.9100","3309576.0000","220.9300","221.5000","220.5200"
"2016/12/01","220.7300","3842202.0000","221.9700","221.9800","220.4200"
"2016/11/30","221.5300","6248839.0000","222.9400","223.1000","221.5300"
"2016/11/29","222.1900","3569662.0000","221.8100","222.7200","221.4300"
"2016/11/28","221.8300","4820720.0000","222.4300","222.7500","221.6300"
"2016/11/25","222.8100","1850782.0000","222.3600","222.8200","222.2900"
"2016/11/23","222.0000","3758472.0000","221.2500","222.0300","221.0100"
"2016/11/22","221.7600","3062262.0000","221.8000","222.0500","220.9900"
"2016/11/21","221.3900","3181396.0000","220.4200","221.4399","220.2600"
"2016/11/18","219.7900","4573051.0000","220.3100","220.5200","219.5300"
"2016/11/17","220.2300","5749692.0000","219.3200","220.3100","219.1700"
"2016/11/16","219.2400","4248514.0000","218.7800","219.3800","218.6700"
"2016/11/15","219.5200","5304554.0000","218.2900","219.5200","218.0200"
"2016/11/14","217.7900","3747632.0000","218.3700","218.5000","216.9499"
"2016/11/11","217.7300","7363457.0000","217.3200","217.9200","216.5500"
"2016/11/10","218.1200","8137025.0000","218.5800","219.5500","216.4500"
"2016/11/09","217.6900","9806763.0000","213.5100","218.3400","213.4700"
"2016/11/08","215.3100","6417578.0000","213.9200","216.0000","213.6000"
"2016/11/07","214.3200","8402496.0000","212.6500","214.3900","212.4900"
"2016/11/04","209.6700","3931604.0000","210.0900","211.0700","209.5700"
"2016/11/03","210.0200","3740285.0000","211.1700","211.4100","209.6400"
"2016/11/02","210.9000","3788513.0000","211.8700","212.2900","210.4100"
"2016/11/01","212.2300","8078975.0000","214.1300","214.1800","210.7900"
"2016/10/31","213.6900","4264486.0000","214.1600","214.3900","213.5700"
"2016/10/28","213.7500","3880629.0000","214.3300","215.1400","212.9300"
"2016/10/27","214.3800","2882118.0000","215.8100","215.8300","214.3000"
"2016/10/26","214.9700","2501306.0000","214.4200","215.6400","214.1600"
"2016/10/25","215.4200","2189096.0000","215.9000","216.2000","215.2100"
"2016/10/24","216.1100","2259707.0000","216.2300","216.5300","215.7016"
"2016/10/21","215.1600","2227363.0000","214.1900","215.3000","213.9900"
"2016/10/20","215.0600","2519532.0000","215.1000","215.7500","214.3300"
"2016/10/19","215.4300","2718174.0000","215.2000","215.8500","214.8200"
"2016/10/18","214.9000","1602528.0000","215.4500","215.5000","214.4900"
"2016/10/17","213.5800","2932766.0000","214.2900","214.5950","213.3900"
"2016/10/14","214.2900","3713199.0000","215.3900","215.9100","214.2500"
"2016/10/13","214.2700","4465415.0000","213.3500","214.8100","212.4133"
"2016/10/12","214.9300","2414453.0000","214.8200","215.5300","214.2260"
"2016/10/11","214.6600","3985398.0000","216.8800","216.9500","213.7900"
"2016/10/10","217.3400","2642403.0000","217.3700","217.9300","217.2200"
"2016/10/07","216.2500","7719757.0000","217.3300","217.5800","215.4000"
"2016/10/06","217.1000","2436411.0000","216.5900","217.2600","215.9600"
"2016/10/05","216.8900","2860508.0000","216.6100","217.3500","216.5600"
"2016/10/04","215.9400","3317927.0000","217.1600","217.4000","215.2300"
"2016/10/03","216.8900","4753833.0000","217.0300","217.2700","216.2600"
"2016/09/30","217.5600","3952716.0000","216.8800","218.3500","216.6000"
"2016/09/29","215.9400","3904214.0000","217.6400","218.1000","215.2800"
"2016/09/28","217.9000","2140096.0000","217.0700","218.0300","215.9500"
"2016/09/27","216.7600","3251815.0000","215.2600","216.9000","214.8400"
"2016/09/26","215.4500","3017786.0000","216.2500","216.4600","215.2400"
"2016/09/23","218.3500","2483175.0000","219.0600","219.2100","218.2300"
"2016/09/22","219.5000","4355301.0000","219.3600","219.8800","219.0601"
"2016/09/21","218.1600","4110985.0000","216.5500","218.3600","215.7600"
"2016/09/20","215.7500","2005397.0000","216.7100","216.9100","215.6900"
"2016/09/19","215.7300","2089260.0000","216.4900","217.2100","215.3400"
"2016/09/16","215.6200","5064693.0000","215.7800","216.0000","214.8700"
"2016/09/15","216.5200","3416201.0000","214.1400","216.9699","213.9600"
"2016/09/14","214.3500","4224297.0000","214.5300","215.9300","213.7100"
"2016/09/13","214.4700","6511965.0000","216.0500","216.3699","213.7500"
"2016/09/12","217.6300","5110842.0000","213.5900","218.0592","213.5400"
"2016/09/09","214.5400","7333702.0000","218.2700","218.2800","214.4800"
"2016/09/08","219.8100","3038008.0000","219.8900","220.2200","219.4300"
"2016/09/07","220.3300","3668146.0000","220.1200","220.4800","219.5800"
"2016/09/06","220.3700","3359745.0000","219.9500","220.3700","219.1200"
"2016/09/02","219.6300","2301408.0000","219.7000","220.1400","218.9800"
"2016/09/01","218.6700","3249153.0000","218.6400","218.9900","217.2800"
"2016/08/31","218.6500","2531730.0000","218.8900","219.0100","217.7300"
"2016/08/30","219.2600","1548081.0000","219.5500","219.8248","218.6100"
"2016/08/29","219.6000","1576322.0000","218.7100","219.9100","218.6400"
"2016/08/26","218.5600","4310410.0000","219.1600","220.3900","217.5000"
"2016/08/25","218.9500","4890398.0000","218.6600","219.4500","218.4800"
"2016/08/24","219.1700","1526870.0000","220.0600","220.1700","218.6400"
"2016/08/23","220.2100","1697982.0000","220.5100","220.8800","220.1600"
"2016/08/22","219.7500","1138768.0000","219.5500","220.0550","219.0900"
"2016/08/19","219.8200","1657542.0000","219.5900","220.0100","219.0000"
"2016/08/18","220.1600","1888360.0000","219.6000","220.1600","219.4800"
"2016/08/17","219.6500","2903074.0000","219.2700","219.7900","218.2800"
"2016/08/16","219.2500","2987881.0000","219.8600","219.9300","219.2300"
"2016/08/15","220.3700","1337846.0000","220.1500","220.7600","220.1500"
"2016/08/12","219.7100","1563325.0000","219.5600","219.9700","219.2600"
"2016/08/11","219.8900","1791721.0000","219.5400","220.2000","219.2100"
"2016/08/10","218.8800","2775143.0000","219.6000","219.6700","218.4700"
"2016/08/09","219.4200","1665882.0000","219.4200","220.0100","219.0576"
"2016/08/08","219.2800","1572654.0000","219.6600","219.7799","219.0000"
"2016/08/05","219.4000","3348537.0000","218.5100","219.4800","218.3300"
"2016/08/04","217.6700","2138178.0000","217.5600","218.0200","217.0700"
"2016/08/03","217.4700","2448341.0000","216.7300","217.4800","216.3900"
"2016/08/02","216.8300","4832191.0000","217.9100","218.0700","215.8110"
"2016/08/01","218.1200","3693740.0000","218.4700","218.9000","217.6500"
"2016/07/29","218.3700","3093514.0000","217.7200","218.7900","217.3800"
"2016/07/28","218.0400","1844320.0000","217.5200","218.3700","217.0000"
"2016/07/27","217.7800","4741766.0000","218.4200","218.5100","216.8800"
"2016/07/26","218.0000","3090945.0000","217.8200","218.4200","217.0010"
"2016/07/25","217.9100","1702726.0000","218.2400","218.3100","217.2200"
"2016/07/22","218.4700","4733869.0000","217.6500","218.5600","217.3500"
"2016/07/21","217.5200","1791239.0000","218.1900","218.4700","216.9900"
